id,web_name,team,position,price,predicted,actual,minutes,role,played_after_subs
670,Roefs,Sunderland,GKP,4.7,4.28,1,90,XI,True
470,Dúbravka,Burnley,GKP,4.0,2.48,1,90,bench,False
7,Calafiori,Arsenal,DEF,5.8,3.71,0,45,XI,True
72,Senesi,Bournemouth,DEF,5.0,3.72,2,90,XI,True
256,Muñoz,Crystal Palace,DEF,5.9,3.99,1,90,XI,True
374,Konaté,Liverpool,DEF,5.4,3.32,8,90,bench,False
6,Saliba,Arsenal,DEF,6.0,0.32,0,0,bench,False
449,B.Fernandes,Man Utd,MID,8.9,3.74,11,90,XI,True
237,Enzo,Chelsea,MID,6.7,3.94,2,90,XI,True
119,Mbeumo,Man Utd,MID,8.6,3.4,1,90,XI,True
387,Szoboszlai,Liverpool,MID,6.6,3.67,3,90,XI,True
86,Brooks,Bournemouth,MID,5.0,2.02,0,19,bench,False
430,Haaland,Man City,FWD,14.9,9.34,2,90,C,True
136,Thiago,Brentford,FWD,6.6,5.88,13,90,V,True
283,Mateta,Crystal Palace,FWD,8.1,4.38,6,90,XI,True
